,class,imageID,filename,width,height,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,color11,color12,color13,color14,color15,color16,color17,color18,color19,color20,color21,color22,color23,color24,color25,color26,color27,color28,color29,color30,color31,color32,color33,color34,color35,color36,color37,color38,color39,color40,color41,color42,color43,color44,color45,color46,color47,color48,hog1,hog2,hog3,hog4,hog5,hog6,hog7,hog8,hog9,mag1,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,mag10,mag11,mag12,mag13,mag14,mag15,mag16
0,roofs,1,1.png,46,42,0.0010351967066526413,0.00828157365322113,0.015010352246463299,0.02380952425301075,0.026915114372968674,0.10196687281131744,0.12888199090957642,0.12215320765972137,0.15320910513401031,0.13716356456279755,0.2132505178451538,0.0,0.0,0.0595238097012043,0.0,0.008799172006547451,0.0010351967066526413,0.004658385179936886,0.012939958833158016,0.019668737426400185,0.025362318381667137,0.08902691304683685,0.12267080694437027,0.13457557559013367,0.1677018702030182,0.14026914536952972,0.2137681096792221,0.0,0.0595238097012043,0.0,0.0,0.008799172006547451,0.0005175983533263206,0.00776397529989481,0.017080744728446007,0.02639751508831978,0.044513456523418427,0.08074533939361572,0.10921324789524078,0.18478260934352875,0.23084886372089386,0.1801242232322693,0.009316770359873772,0.09989648312330246,0.0,0.0,0.0,0.008799172006547451,0.12703081959672427,0.0700758050835403,0.18477189928575805,0.09992210134174025,0.14312466577024788,0.06182669735600809,0.152530981876116,0.10008571340669861,0.06063131628316654,0.2593167701863354,0.2857142857142857,0.20652173913043478,0.14855072463768115,0.05020703933747412,0.028985507246376812,0.010351966873706004,0.005693581780538302,0.002587991718426501,0.0010351966873706005,0.0010351966873706005,0.0,0.0,0.0,0.0,0.0
1,roofs,3,3.png,49,79,0.0,0.0,0.0,0.0,0.0,0.0,0.06458279490470886,0.05889951065182686,0.13200722634792328,0.13562387228012085,0.10591578483581543,0.13665719330310822,0.11340738832950592,0.1095324233174324,0.09997417032718658,0.043399639427661896,0.0,0.0,0.0,0.0,0.0,0.0,0.018083183094859123,0.07284939289093018,0.12632395327091217,0.13665719330310822,0.11883234232664108,0.0968741923570633,0.16507361829280853,0.06096616014838219,0.16094031929969788,0.043399639427661896,0.0,0.0,0.0,0.0,0.0,0.0,0.011366572231054306,0.03513304144144058,0.12735727429389954,0.15525704622268677,0.10333247482776642,0.2190648466348648,0.10307414084672928,0.2020149827003479,0.043141305446624756,0.00025833118706941605,0.1986595429044625,0.05892060247198221,0.07441202828476796,0.062091395292729876,0.1038844468607883,0.048546504878289425,0.110964235641524,0.168415687212234,0.17410555645322173,0.3438388013433221,0.4451046241281323,0.13743218806509946,0.05657452854559546,0.012916559028674762,0.003358305347455438,0.0007749935417204857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,roofs,2,2.png,80,90,0.02569444477558136,0.04819444566965103,0.10333333164453506,0.1284722238779068,0.14180555939674377,0.10680555552244186,0.052222222089767456,0.023333333432674408,0.15680555999279022,0.16263888776302338,0.05069444328546524,0.0,0.0,0.0,0.0,0.0,0.013472221791744232,0.031111111864447594,0.05055555701255798,0.11652778089046478,0.12458333373069763,0.17166666686534882,0.07138888537883759,0.027222221717238426,0.10013888776302338,0.24263888597488403,0.05069444328546524,0.0,0.0,0.0,0.0,0.0,0.011527777649462223,0.04263889044523239,0.05138888955116272,0.056805554777383804,0.12569443881511688,0.11263889074325562,0.12416666746139526,0.029444444924592972,0.052222222089767456,0.023333333432674408,0.0,0.07680555433034897,0.07999999821186066,0.16263888776302338,0.05069444328546524,0.0,0.17416037213561297,0.13075413464650315,0.16218537812165185,0.05151695960011984,0.12595833206091822,0.06430106545002828,0.15095133304637143,0.08478350717932305,0.05538891775947122,0.45375,0.33125,0.10277777777777777,0.07125,0.026805555555555555,0.010416666666666666,0.002916666666666667,0.0006944444444444445,0.0001388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,roofs,5,5.png,84,90,0.0,0.0,0.0,0.0,0.0015873016091063619,0.04854497313499451,0.13955026865005493,0.12460317462682724,0.3104497492313385,0.27208995819091797,0.06984127312898636,0.03333333507180214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014550264924764633,0.1060846596956253,0.09457671642303467,0.19523809850215912,0.2072751373052597,0.24444444477558136,0.0892857164144516,0.03253968432545662,0.016005290672183037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015873016091063619,0.042724866420030594,0.1240740716457367,0.08082010596990585,0.2679894268512726,0.2300264537334442,0.15912698209285736,0.06243386119604111,0.031216930598020554,0.0,0.0,0.0,0.12030346223650862,0.04260788715060352,0.07808478293880401,0.04677337055603714,0.08915532463382045,0.049646987340808954,0.18007003773991473,0.30842315894100364,0.08493498846249893,0.7038359788359788,0.21256613756613757,0.06507936507936508,0.016005291005291005,0.0025132275132275133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,roofs,4,4.png,71,72,0.0,0.0,0.0,0.0,0.0,0.0,0.02366979606449604,0.07218309491872787,0.15649452805519104,0.3519170582294464,0.3327464759349823,0.056924883276224136,0.006064162589609623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007824726402759552,0.04675273969769478,0.15649452805519104,0.4207746386528015,0.3315727710723877,0.029538340866565704,0.007042253389954567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002347417874261737,0.03482003137469292,0.23884975910186768,0.5299295783042908,0.167840376496315,0.02523474209010601,0.000978090800344944,0.0,0.0,0.0,0.15078631571860965,0.09047077135994812,0.10981943347646583,0.10137566858763952,0.12460952920700678,0.10052798388865265,0.12200042811595477,0.12378134769218717,0.07662852195353549,0.5614241001564946,0.3798904538341158,0.05516431924882629,0.0035211267605633804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,roofs,6,6.png,63,57,0.0328599289059639,0.015316068194806576,0.03731551021337509,0.008632692508399487,0.03341687470674515,0.03620161488652229,0.060150377452373505,0.08075744658708572,0.21971595287322998,0.2414369285106659,0.2277916967868805,0.0036201614420861006,0.0,0.002506265649572015,0.0,0.0002784739772323519,0.03341687470674515,0.01587301678955555,0.03954330086708069,0.01837928220629692,0.027568921446800232,0.04344193637371063,0.0646059587597847,0.08437760919332504,0.20941242575645447,0.36563631892204285,0.07490949332714081,0.02005012519657612,0.002506265649572015,0.0,0.0,0.0002784739772323519,0.0005569479544647038,0.010860484093427658,0.04260651767253876,0.030075188726186752,0.04093567281961441,0.041771095246076584,0.0476190485060215,0.05875800549983978,0.10693400353193283,0.11306042969226837,0.17850181460380554,0.12113617360591888,0.0668337494134903,0.0,0.14007240533828735,0.0002784739772323519,0.15139286717827902,0.1307548981990926,0.11428404311256633,0.0406032866960737,0.09752417028912513,0.11573948268129045,0.23334673566659855,0.06863877059455958,0.04771574558241464,0.3433583959899749,0.30437204121414646,0.1342244500139237,0.07992202729044834,0.06683375104427736,0.04427736006683375,0.02199944305207463,0.004177109440267335,0.000835421888053467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,roofs,7,7.png,31,33,0.0,0.0,0.0,0.004887585528194904,0.020527860149741173,0.034213099628686905,0.05669599398970604,0.04007820039987564,0.06451612710952759,0.08993157744407654,0.12707722187042236,0.06842619925737381,0.07331378012895584,0.0,0.09090909361839294,0.32942327857017517,0.0,0.0,0.0,0.004887585528194904,0.020527860149741173,0.06451612710952759,0.0332355834543705,0.04496578872203827,0.06158357858657837,0.08113391697406769,0.12707722187042236,0.06842619925737381,0.07331378012895584,0.0,0.09090909361839294,0.32942327857017517,0.0,0.0,0.0,0.0009775171056389809,0.024437928572297096,0.07038123160600662,0.0332355834543705,0.04887585714459419,0.09775171428918839,0.09481915831565857,0.11436950415372849,0.02150537632405758,0.07331378012895584,0.09090909361839294,0.0840664729475975,0.24535679817199707,0.2571389298788614,0.06773922411739962,0.06211052107444634,0.014672014290850086,0.17360716567804763,0.11029931989753189,0.14003583061089198,0.12269459219372986,0.051702402258241256,0.25806451612903225,0.3128054740957967,0.16911045943304007,0.14076246334310852,0.07233626588465299,0.033235581622678395,0.008797653958944282,0.002932551319648094,0.0019550342130987292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,roofs,8,8.png,42,41,0.023228803649544716,0.028455285355448723,0.024390242993831635,0.006968641187995672,0.02961672469973564,0.05342624709010124,0.05749128758907318,0.029036004096269608,0.11440186202526093,0.095238097012043,0.10220673680305481,0.05342624709010124,0.005226480774581432,0.14401859045028687,0.0,0.2328687608242035,0.023228803649544716,0.03077816404402256,0.022648083046078682,0.006387921050190926,0.03135888651013374,0.056910570710897446,0.04878048598766327,0.03484320640563965,0.11033681780099869,0.10046457499265671,0.0696864128112793,0.04355400800704956,0.044134728610515594,0.14401859045028687,0.0,0.2328687608242035,0.004645760636776686,0.01974448375403881,0.03310104459524155,0.028455285355448723,0.03252032399177551,0.017421603202819824,0.0662020891904831,0.07897793501615524,0.10975609719753265,0.058072008192539215,0.08768873661756516,0.04471544548869133,0.0029036004561930895,0.03890824690461159,0.007549361325800419,0.3693379759788513,0.2382790658719887,0.11901104378732172,0.08939098246477638,0.03070687100053218,0.12500193324888628,0.16814554488161437,0.14641973151581178,0.0427646682008485,0.040280159028220096,0.3403019744483159,0.1916376306620209,0.13008130081300814,0.078397212543554,0.0859465737514518,0.07955865272938444,0.05226480836236934,0.029616724738675958,0.010452961672473868,0.0017421602787456446,0.0,0.0,0.0,0.0,0.0,0.0
8,roofs,9,9.png,52,55,0.0,0.005594405811280012,0.0,0.012237762100994587,0.013286713510751724,0.02062937058508396,0.018531467765569687,0.025524474680423737,0.0783216804265976,0.06783216446638107,0.1493006944656372,0.21783216297626495,0.0,0.14125874638557434,0.0,0.24965034425258636,0.0,0.005594405811280012,0.0,0.012237762100994587,0.013286713510751724,0.02062937058508396,0.023076923564076424,0.0279720276594162,0.07377622276544571,0.06363636255264282,0.14685314893722534,0.2220279723405838,0.08986014127731323,0.05139860138297081,0.10174825042486191,0.14790210127830505,0.0,0.0,0.005594405811280012,0.010139860212802887,0.017132867127656937,0.026923077180981636,0.02902097813785076,0.0475524477660656,0.09405594319105148,0.13426573574543,0.21853147447109222,0.11503496766090393,0.10174825042486191,0.1800699234008789,0.0,0.019930070266127586,0.16295338673628187,0.07514318646713206,0.10960864928106653,0.027177906760405903,0.1413306088499031,0.12284849712544887,0.2061287922657092,0.10136833341190153,0.05344063910215093,0.3083916083916084,0.25874125874125875,0.20804195804195805,0.11608391608391608,0.055944055944055944,0.03076923076923077,0.014335664335664336,0.005594405594405594,0.002097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,roofs,10,10.png,56,50,0.0003571428533177823,0.0,0.0057142856530845165,0.0071428571827709675,0.008214285597205162,0.015357143245637417,0.01607142947614193,0.012857142835855484,0.03285714238882065,0.04857143014669418,0.1039285734295845,0.0892857164144516,0.1103571429848671,0.09071428328752518,0.08107142895460129,0.3774999976158142,0.0003571428533177823,0.0,0.0057142856530845165,0.0071428571827709675,0.008214285597205162,0.011785713955760002,0.01607142947614193,0.016785714775323868,0.02857142873108387,0.04535714164376259,0.10214285552501678,0.09964285790920258,0.10892856866121292,0.09000000357627869,0.08178571611642838,0.3774999976158142,0.0,0.0003571428533177823,0.0039285714738070965,0.007857142947614193,0.014285714365541935,0.010714286006987095,0.017142856493592262,0.021785713732242584,0.05178571492433548,0.09071428328752518,0.10750000178813934,0.12250000238418579,0.04535714164376259,0.11785714328289032,0.1217857152223587,0.26642856001853943,0.1356134001425315,0.11461379962055694,0.1408922076369687,0.0471430446017953,0.09101754733627913,0.07720536783749526,0.2405318683425749,0.11328607749266531,0.039696686989132944,0.29285714285714287,0.2889285714285714,0.19785714285714287,0.08714285714285715,0.047142857142857146,0.03642857142857143,0.018571428571428572,0.02,0.005,0.005714285714285714,0.00035714285714285714,0.0,0.0,0.0,0.0,0.0
