,class,imageID,filename,width,height,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,color11,color12,color13,color14,color15,color16,color17,color18,color19,color20,color21,color22,color23,color24,color25,color26,color27,color28,color29,color30,color31,color32,color33,color34,color35,color36,color37,color38,color39,color40,color41,color42,color43,color44,color45,color46,color47,color48,hog1,hog2,hog3,hog4,hog5,hog6,hog7,hog8,hog9,mag1,mag2,mag3,mag4,mag5,mag6,mag7,mag8,mag9,mag10,mag11,mag12,mag13,mag14,mag15,mag16
0,roof,63,63.png,61,61,0.0,0.0,0.02015587128698826,0.05670518800616264,0.08035474270582199,0.07309862971305847,0.10615426301956177,0.08734211325645447,0.10212308168411255,0.06772372871637344,0.07766729593276978,0.13598495721817017,0.10131684690713882,0.03493684530258179,0.017199678346514702,0.03923676535487175,0.0,0.0,0.0002687449741642922,0.051061540842056274,0.0752485916018486,0.10615426301956177,0.12147272378206253,0.09540446102619171,0.09056705236434937,0.06449878960847855,0.09836065769195557,0.14861595630645752,0.06960494816303253,0.02445579133927822,0.02230583131313324,0.03198064863681793,0.0,0.0,0.0002687449741642922,0.024993281811475754,0.08357968181371689,0.1271163672208786,0.1445847898721695,0.09647943824529648,0.08277344703674316,0.0849234089255333,0.15587207674980164,0.10346680879592896,0.03171190619468689,0.023649556562304497,0.019349636510014534,0.021230852231383324,0.16771715847511284,0.17676736608370094,0.14989510105410392,0.06010651192805279,0.06478701524616402,0.07034207895852858,0.13871659720821533,0.09556722596523828,0.0761009450808833,0.29354838709677417,0.3233870967741935,0.15672043010752687,0.08225806451612903,0.05134408602150538,0.02446236559139785,0.016397849462365593,0.01424731182795699,0.013172043010752688,0.006989247311827957,0.005376344086021506,0.0034946236559139786,0.00456989247311828,0.001881720430107527,0.0016129032258064516,0.0005376344086021505
1,roof,64,64.png,61,61,0.0,0.0,0.0,0.0002687449741642922,0.005374899134039879,0.009406073950231075,0.03144316002726555,0.06100510433316231,0.1478097289800644,0.19537758827209473,0.23568932712078094,0.21875840425491333,0.09486696869134903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021499597933143377,0.007793603930622339,0.019080892205238342,0.053211502730846405,0.12174146622419357,0.16850309073925018,0.2295081913471222,0.23622682690620422,0.13974738121032715,0.022037087008357048,0.0,0.0,0.0,0.0,0.0,0.0,0.0002687449741642922,0.005643644370138645,0.011018543504178524,0.041924212127923965,0.09379199147224426,0.1620532125234604,0.21875840425491333,0.2520827651023865,0.1633969396352768,0.051061540842056274,0.0,0.0,0.15741250086835484,0.14292209873783407,0.135392752202859,0.09834049878148778,0.11489211586354962,0.1105765191100042,0.11542795112391217,0.07498712425541762,0.05004843905658068,0.6417629669443697,0.2872883633431873,0.04944907282988444,0.01612469766191884,0.004568664337543671,0.0008062348830959419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,roof,65,65.png,61,61,0.0,0.0,0.0,0.0051061543636024,0.006181133911013603,0.012093523517251015,0.022843321785330772,0.044074174016714096,0.128460094332695,0.2515452802181244,0.32921257615089417,0.128460094332695,0.04622413218021393,0.0,0.025799516588449478,0.0,0.0,0.0,0.0,0.0024187045637518167,0.006181133911013603,0.0067186239175498486,0.015318462625145912,0.03493684530258179,0.066111259162426,0.1730717569589615,0.36334317922592163,0.19752754271030426,0.08922332525253296,0.019349636510014534,0.02391830086708069,0.0018812146736308932,0.0,0.0,0.0,0.0,0.0051061543636024,0.0064498791471123695,0.012362267822027206,0.023112066090106964,0.04783660173416138,0.08653587847948074,0.27143239974975586,0.3267938792705536,0.1550658494234085,0.03224939480423927,0.031174415722489357,0.0018812146736308932,0.18412794823434403,0.0754715638752628,0.10428534412871422,0.10728135670042895,0.14201187120954778,0.09634967603086902,0.09898264137470927,0.08639718292065732,0.10509241552546658,0.555764579414136,0.28271969900564364,0.10615425960763236,0.03762429454447729,0.011556033324375168,0.005106154259607632,0.0005374899220639613,0.0005374899220639613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,roof,66,66.png,61,61,0.0,0.0,0.0,0.0002687449741642922,0.0051061543636024,0.038161784410476685,0.05831765756011009,0.07417360693216324,0.1491534560918808,0.27008867263793945,0.16957807540893555,0.1349099725484848,0.10024186968803406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024187045637518167,0.02069336175918579,0.05589895322918892,0.06557376682758331,0.1238914281129837,0.2399892508983612,0.21768341958522797,0.13652244210243225,0.1128728836774826,0.02445579133927822,0.0,0.0,0.0,0.0,0.0,0.0,0.0008062348933890462,0.008062348701059818,0.043805427849292755,0.07229239493608475,0.10884170979261398,0.18731524050235748,0.2776135504245758,0.14619725942611694,0.10400430113077164,0.051061540842056274,0.0,0.0,0.13495651276012793,0.13871835810333985,0.10415179045339154,0.08057863527492741,0.11895778861867928,0.13968945164369492,0.130641103943635,0.08843757662198849,0.06386878258021557,0.6371943026068261,0.26713249126578875,0.06154259607632357,0.027680730986294005,0.005643644181671593,0.0008062348830959419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,roof,67,67.png,61,61,0.0,0.0,0.0,0.009674818255007267,0.01666218787431717,0.052942756563425064,0.09782316535711288,0.07282988727092743,0.11394786089658737,0.20478366315364838,0.2491265833377838,0.11771029233932495,0.04058048874139786,0.0,0.02391830086708069,0.0,0.0,0.0,0.0,0.0045686643570661545,0.015587207861244678,0.030636925250291824,0.09567320346832275,0.0720236524939537,0.09002956002950668,0.15210965275764465,0.2614888548851013,0.15667831897735596,0.08035474270582199,0.01693093217909336,0.022037087008357048,0.0018812146736308932,0.0,0.0,0.0,0.0,0.011824778281152248,0.025530770421028137,0.07686106115579605,0.08035474270582199,0.0830421894788742,0.10427304357290268,0.19510884582996368,0.2257457673549652,0.13974738121032715,0.02768073044717312,0.02794947661459446,0.0018812146736308932,0.1590480670685894,0.06411891159305129,0.09527751174679201,0.11331574546513141,0.1773315158785768,0.112378445132079,0.09362136351570198,0.0877885360026264,0.09711990359745169,0.46062886320881485,0.34506852996506315,0.13598495028218222,0.03977425423273313,0.01236226820747111,0.005106154259607632,0.0005374899220639613,0.0005374899220639613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,roof,68,68.png,61,61,0.0,0.0,0.0,0.0051061543636024,0.010481053031980991,0.04676162451505661,0.16044074296951294,0.09217952191829681,0.10158559679985046,0.09916689246892929,0.22789572179317474,0.2276269793510437,0.028755711391568184,0.0,0.0,0.0,0.0,0.0,0.0,0.0024187045637518167,0.008599839173257351,0.03224939480423927,0.1518409103155136,0.09567320346832275,0.0927170142531395,0.10454179346561432,0.1432410627603531,0.2566514313220978,0.11206664890050888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007256113924086094,0.024724535644054413,0.14189733564853668,0.09164202958345413,0.0927170142531395,0.09943563491106033,0.13114753365516663,0.22332705557346344,0.1730717569589615,0.014780973084270954,0.0,0.0,0.09928557637053874,0.05798682593735201,0.08843428484540847,0.09274639030734146,0.13833490197083928,0.1898292557876371,0.15101465032777633,0.11183074345338524,0.07053737099972142,0.555764579414136,0.29938188658962644,0.11744154797097554,0.021499596882558453,0.005106154259607632,0.0008062348830959419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,roof,86,86.png,61,61,0.007524858694523573,0.009943563491106033,0.02257457748055458,0.02606826089322567,0.051061540842056274,0.04461166262626648,0.054823972284793854,0.12039773911237717,0.23783929646015167,0.1615157276391983,0.1238914281129837,0.0959419533610344,0.0408492349088192,0.0013437247835099697,0.0016124697867780924,0.0,0.007524858694523573,0.005643644370138645,0.015049717389047146,0.03413061052560806,0.045955389738082886,0.0486428365111351,0.07041118294000626,0.11986025422811508,0.23058317601680756,0.1660843789577484,0.11636656522750854,0.09836065769195557,0.038430530577898026,0.0013437247835099697,0.0016124697867780924,0.0,0.0,0.0,0.0010749798966571689,0.009406073950231075,0.03009943477809429,0.09782316535711288,0.08519215136766434,0.11099167168140411,0.13920989632606506,0.13087879121303558,0.1400161236524582,0.1556033343076706,0.062348831444978714,0.03547433391213417,0.0018812146736308932,0.0,0.25862447152415896,0.09934220226558348,0.09949328628739613,0.07145015437268278,0.1103883858014736,0.07110643727735866,0.12655977237973737,0.08378069066710402,0.079254599424505,0.2262832571889277,0.46036011824778283,0.19699005643644182,0.07686105885514646,0.029830690674549853,0.00859983875302338,0.0010749798441279225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,roof,87,87.png,61,61,0.006987369153648615,0.01666218787431717,0.02768073044717312,0.026874495670199394,0.03574308007955551,0.03950550779700279,0.04138672351837158,0.10158559679985046,0.1959150731563568,0.17172802984714508,0.13383498787879944,0.0564364418387413,0.029293200001120567,0.023380812257528305,0.012899758294224739,0.08008600026369095,0.006987369153648615,0.005643644370138645,0.02257457748055458,0.028486965224146843,0.0408492349088192,0.03681806102395058,0.05052405223250389,0.10292931646108627,0.1867777407169342,0.17280301451683044,0.1440473049879074,0.05751142278313637,0.02768073044717312,0.023380812257528305,0.012899758294224739,0.08008600026369095,0.0,0.0,0.0010749798966571689,0.009406073950231075,0.02230583131313324,0.06127385050058365,0.058855146169662476,0.0972856730222702,0.18328405916690826,0.14216607809066772,0.14431604743003845,0.09970437735319138,0.0628863200545311,0.011018543504178524,0.02606826089322567,0.08035474270582199,0.20056469474685631,0.1267975449228043,0.10648570179766345,0.08356834409468689,0.1093914143229202,0.1038222694621388,0.10143360740917003,0.10424254242431427,0.0636938808194458,0.2346143509809191,0.361461972588014,0.2055898951894652,0.10454178984144047,0.05670518677774792,0.023649556570814297,0.00859983875302338,0.0034936844934157483,0.0010749798441279225,0.0002687449610319806,0.0,0.0,0.0,0.0,0.0,0.0
8,roof,88,88.png,61,61,0.005643644370138645,0.005374899134039879,0.007793603930622339,0.014780973084270954,0.04326793923974037,0.03332437574863434,0.04676162451505661,0.10803547501564026,0.21768341958522797,0.22413329780101776,0.1491534560918808,0.09217952191829681,0.02794947661459446,0.007793603930622339,0.007524858694523573,0.008599839173257351,0.005643644370138645,0.0013437247835099697,0.006181133911013603,0.014243482612073421,0.04488040879368782,0.030905671417713165,0.0564364418387413,0.10696049779653549,0.20800860226154327,0.21741467714309692,0.16393442451953888,0.09191077947616577,0.02821822091937065,0.007793603930622339,0.007524858694523573,0.008599839173257351,0.0,0.0,0.0,0.0013437247835099697,0.029293200001120567,0.041924212127923965,0.05751142278313637,0.0830421894788742,0.1413598507642746,0.20317119359970093,0.15345337986946106,0.1523783951997757,0.09217952191829681,0.02633700706064701,0.016124697402119637,0.0018812146736308932,0.1659364005480188,0.10876445386231141,0.1380432051892866,0.1089747699849585,0.14607122864337682,0.09756325238069685,0.10808476175064495,0.07015218694171568,0.0564097406989904,0.2566514377855415,0.4568664337543671,0.19215264713786617,0.07121741467347487,0.01746842246707874,0.004568664337543671,0.0010749798441279225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,roof,89,89.png,61,61,0.01128728874027729,0.01854340173304081,0.024993281811475754,0.032786883413791656,0.04649287834763527,0.038430530577898026,0.04434292018413544,0.11394786089658737,0.1900026947259903,0.1472722440958023,0.11878526955842972,0.09432948380708694,0.05563020706176758,0.023380812257528305,0.012899758294224739,0.026874495670199394,0.01128728874027729,0.004031174350529909,0.021230852231383324,0.03144316002726555,0.05052405223250389,0.043805427849292755,0.04353668540716171,0.1147540956735611,0.18597151339054108,0.15802203118801117,0.12362268567085266,0.09244826436042786,0.05616769567131996,0.023380812257528305,0.012899758294224739,0.026874495670199394,0.0,0.0,0.0,0.004031174350529909,0.023380812257528305,0.06638000905513763,0.06154259666800499,0.06960494816303253,0.11744154989719391,0.14807847142219543,0.13652244210243225,0.11690405756235123,0.1193227618932724,0.08546090126037598,0.03144316002726555,0.019887126982212067,0.19526244836674206,0.12716814584931005,0.1195979531055032,0.09195710090121932,0.09877031550661436,0.09070141001912671,0.11163828639617439,0.09084813319052908,0.07405620666478087,0.22977694168234344,0.35313087879602256,0.20720236495565708,0.1069604944907283,0.0569739317387799,0.03413061005106154,0.00859983875302338,0.0010749798441279225,0.0016124697661918839,0.0005374899220639613,0.0,0.0,0.0,0.0,0.0,0.0
